#Anno_Riferimento,Tipologia_Amministrazione,Regione_Fornitore,Regione_PA,Provincia_PA,Sigla_provincia_PA,Tipo_Negoziazione,N_negoziazioni_stipulate,N_Contratti_Stipulati,Valore_Base_Asta,Perc_negoziazioni_base_asta_valorizzata,Valore_contratti_stipulati,N_Medio_Fornitori_Partecipanti,N_Fornitori_con_contratti_stipulati,N_PA_Appaltanti,N_PO,Durata_media_negoziazione,Tempi_Medi_Stipula
"2019","COMUNI","SAN MARINO","EMILIA ROMAGNA","RAVENNA","RA","TD","2","2","11879,32","100","11838","1","2","2","2","8,5","0"
"2019","COMUNI","SAN MARINO","EMILIA ROMAGNA","REGGIO NELL'EMILIA","RE","TD","1","1","4500","100","4500","1","1","1","1","22","0"
"2019","COMUNI","SAN MARINO","EMILIA ROMAGNA","RIMINI","RN","TD","7","7","55417,51","85,71","47304,32","1","3","2","3","75,14","0"
"2019","COMUNI","VALLE D'AOSTA","EMILIA ROMAGNA","RIMINI","RN","TD","2","2","101000","100","100692","1","1","1","1","8","0"
"2019","COMUNI","EMILIA ROMAGNA","EMILIA ROMAGNA","BOLOGNA","BO","TD","771","771","6912466,28","67,44","9135976,69","1","489","51","158","23,37","0"
"2019","COMUNI","EMILIA ROMAGNA","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","235","235","1455597,6","51,49","2478401,56","1","151","23","66","18,16","0"
"2019","COMUNI","EMILIA ROMAGNA","EMILIA ROMAGNA","FERRARA","FE","TD","284","284","2785800,45","78,17","3555395,36","1","165","21","72","26,93","0"
"2019","COMUNI","EMILIA ROMAGNA","EMILIA ROMAGNA","MODENA","MO","TD","573","573","4291411,19","79,06","5166569,74","1","357","43","114","21,7","0"
"2019","COMUNI","EMILIA ROMAGNA","EMILIA ROMAGNA","PIACENZA","PC","TD","140","140","996259,65","63,57","1576808,33","1","78","28","51","19,98","0"
"2019","COMUNI","EMILIA ROMAGNA","EMILIA ROMAGNA","PARMA","PR","TD","454","454","4190987,04","71,81","5191580,03","1","288","34","100","23,39","0"
"2019","COMUNI","EMILIA ROMAGNA","EMILIA ROMAGNA","RAVENNA","RA","TD","283","283","2218377,03","58,3","3137381,48","1","204","16","52","20,41","0"
"2019","COMUNI","EMILIA ROMAGNA","EMILIA ROMAGNA","REGGIO NELL'EMILIA","RE","TD","561","561","5224550,22","80,39","5801686,92","1","355","38","92","19,47","0"
"2019","COMUNI","EMILIA ROMAGNA","EMILIA ROMAGNA","RIMINI","RN","TD","437","437","3458777,61","76,2","4453065,62","1","240","23","71","25,18","0"
"2019","COMUNI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","BOLOGNA","BO","TD","18","18","124530","77,78","233864,65","1","11","9","12","17,39","0"
"2019","COMUNI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","2","2","4250","50","7642,5","1","2","2","2","10","0"
"2019","COMUNI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","FERRARA","FE","TD","9","9","128537,05","77,78","226768,19","1","7","3","6","30,89","0"
"2019","COMUNI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","MODENA","MO","TD","8","8","111335","75","113018,65","1","6","5","6","19,88","0"
"2019","COMUNI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","PIACENZA","PC","TD","2","2","3300","50","28518,88","1","2","2","2","7,5","0"
"2019","COMUNI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","PARMA","PR","TD","5","5","96156,25","80","103077,83","1","3","5","5","26","0"
"2019","COMUNI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","RAVENNA","RA","TD","9","9","46657,75","44,44","82499,75","1","5","5","5","19,22","0"
"2019","COMUNI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","REGGIO NELL'EMILIA","RE","TD","9","9","23711,24","77,78","42798,89","1","6","2","5","17,67","0"
"2019","COMUNI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","RIMINI","RN","TD","10","10","86921,06","50","145462,59","1","4","5","5","22,4","0"
"2019","COMUNI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","BOLOGNA","BO","TD","2","2","1800","50","5255","1","2","2","2","23","0"
"2019","COMUNI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","3","3","6020","100","5390","1","3","3","3","6,33","0"
"2019","COMUNI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","FERRARA","FE","TD","4","4","11200","50","19681","1","3","2","2","7,25","0"
"2019","COMUNI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","MODENA","MO","TD","4","4","25964,8","75","26274,49","1","4","3","4","14","0"
"2019","COMUNI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","PARMA","PR","TD","3","3","14122","66,67","22231,12","1","3","2","2","4","0"
"2019","COMUNI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","RAVENNA","RA","TD","3","3","14971,31","33,33","46578,01","1","2","2","3","32,33","0"
"2019","COMUNI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","RIMINI","RN","TD","2","2","4780","50","17170","1","2","2","2","8","0"
"2019","COMUNI","LAZIO","TRENTINO ALTO ADIGE","BOLZANO/BOZEN","BZ","TD","1","1","3100","100","2940","1","1","1","1","20","0"
"2019","COMUNI","LAZIO","TRENTINO ALTO ADIGE","TRENTO","TN","TD","3","3","3530","33,33","28439,28","1","3","3","3","24,33","0"
"2019","COMUNI","MARCHE","TRENTINO ALTO ADIGE","TRENTO","TN","TD","1","1",,"0","10400","1","1","1","1","5","0"
"2019","COMUNI","PUGLIA","TRENTINO ALTO ADIGE","TRENTO","TN","TD","1","1",,"0","4580","1","1","1","1","24","0"
"2019","COMUNI","VENETO","TRENTINO ALTO ADIGE","TRENTO","TN","TD","27","27","142338","37,04","262918,89","1","20","15","16","17,22","0"
"2019","COMUNI","ABRUZZO","TRENTINO ALTO ADIGE","TRENTO","TN","TD","2","2",,"0","37054,47","1","2","2","2","26,5","0"
"2019","COMUNI","TOSCANA","TRENTINO ALTO ADIGE","TRENTO","TN","TD","2","2","34000","50","34847,62","1","2","2","2","19,5","0"
"2019","COMUNI","PIEMONTE","TRENTINO ALTO ADIGE","BOLZANO/BOZEN","BZ","TD","1","1","15500","100","15500","1","1","1","1","22","0"
"2019","COMUNI","PIEMONTE","TRENTINO ALTO ADIGE","TRENTO","TN","TD","5","5","2551,26","20","22031,95","1","3","2","2","21,2","0"
"2019","COMUNI","LOMBARDIA","TRENTINO ALTO ADIGE","BOLZANO/BOZEN","BZ","TD","2","2","33","50","2037,6","1","2","2","2","6","0"
"2019","COMUNI","LOMBARDIA","TRENTINO ALTO ADIGE","TRENTO","TN","TD","23","23","75835,81","30,43","137419,82","1","15","16","19","13,74","0"
"2019","COMUNI","SAN MARINO","TRENTINO ALTO ADIGE","TRENTO","TN","TD","1","1",,"0","1588","1","1","1","1","9","0"
"2019","COMUNI","SICILIA","MARCHE","PESARO E URBINO","PU","TD","2","2","2760","100","2759,69","1","2","2","2","13,5","0"
"2019","COMUNI","TOSCANA","MARCHE","ANCONA","AN","TD","13","13","52381,5","76,92","77019,51","1","9","5","9","35,77","0"
"2019","COMUNI","TOSCANA","MARCHE","ASCOLI PICENO","AP","TD","3","3","5818,8","100","5812","1","2","2","2","8,67","0"
"2019","COMUNI","TOSCANA","MARCHE","FERMO","FM","TD","8","8","24079,7","62,5","73878,75","1","8","5","6","10,88","0"
"2019","COMUNI","TOSCANA","MARCHE","MACERATA","MC","TD","8","8","28057,05","62,5","38188,69","1","5","4","5","9,63","0"
"2019","COMUNI","TOSCANA","MARCHE","PESARO E URBINO","PU","TD","4","4","47350","100","48560,12","1","4","3","4","47,75","0"
"2019","COMUNI","CALABRIA","MARCHE","ANCONA","AN","TD","1","1","500","100","500","1","1","1","1","53","0"
"2019","COMUNI","CAMPANIA","MARCHE","ANCONA","AN","TD","1","1","4382","100","4382","1","1","1","1","3","0"
"2019","COMUNI","CAMPANIA","MARCHE","ASCOLI PICENO","AP","TD","2","2","5200","50","24195,28","1","2","1","2","21,5","0"
"2019","COMUNI","CAMPANIA","MARCHE","FERMO","FM","TD","5","5","30226,5","80","64838,5","1","3","3","3","11,8","0"
"2019","COMUNI","CAMPANIA","MARCHE","MACERATA","MC","TD","6","6","50202,24","33,33","65948,23","1","4","4","4","8,67","0"
"2019","COMUNI","CAMPANIA","MARCHE","PESARO E URBINO","PU","TD","2","2","21905,52","50","22743,21","1","2","2","2","9,5","0"
"2019","COMUNI","PIEMONTE","MARCHE","ANCONA","AN","TD","14","14","114918,36","64,29","115692,09","1","10","6","12","28,36","0"
"2019","COMUNI","PIEMONTE","MARCHE","ASCOLI PICENO","AP","TD","2","2",,"0","8634,91","1","2","2","2","7,5","0"
"2019","COMUNI","PIEMONTE","MARCHE","MACERATA","MC","TD","3","3","1200","66,67","4167,2","1","3","3","3","24,33","0"
"2019","COMUNI","PIEMONTE","MARCHE","PESARO E URBINO","PU","TD","4","4","82358,26","100","80174,86","1","2","2","2","29,25","0"
"2019","COMUNI","SARDEGNA","MARCHE","PESARO E URBINO","PU","TD","6","6","75450","100","75350","1","2","4","4","2,67","0"
"2019","COMUNI","LOMBARDIA","MARCHE","ANCONA","AN","TD","46","46","200865,37","58,7","392508","1","38","14","32","24,5","0"
"2019","COMUNI","LOMBARDIA","MARCHE","ASCOLI PICENO","AP","TD","11","11","48884","63,64","55421,38","1","10","4","9","33,18","0"
"2019","COMUNI","LOMBARDIA","MARCHE","FERMO","FM","TD","20","20","96178","40","125488,79","1","12","6","9","18,8","0"
"2019","COMUNI","LOMBARDIA","MARCHE","MACERATA","MC","TD","37","37","128195,76","45,95","185794,38","1","24","16","24","9,11","0"
"2019","COMUNI","LOMBARDIA","MARCHE","PESARO E URBINO","PU","TD","23","23","105814,66","56,52","153424,7","1","18","8","14","14,26","0"
"2019","COMUNI","BASILICATA","MARCHE","ANCONA","AN","TD","1","1",,"0","11858,5","1","1","1","1","6","0"
"2019","COMUNI","SAN MARINO","MARCHE","ANCONA","AN","TD","3","3","18450","100","18450","1","2","2","2","42,33","0"
"2019","COMUNI","SAN MARINO","MARCHE","ASCOLI PICENO","AP","TD","1","1","1000","100","1000","1","1","1","1","15","0"
"2019","COMUNI","SAN MARINO","MARCHE","MACERATA","MC","TD","1","1","29000","100","29000","1","1","1","1","18","0"
"2019","COMUNI","SAN MARINO","MARCHE","PESARO E URBINO","PU","TD","1","1","9975","100","9975","1","1","1","1","21","0"
"2019","COMUNI","EMILIA ROMAGNA","MARCHE","ANCONA","AN","TD","48","48","310818,94","66,67","372971,27","1","27","15","34","16,35","0"
