#Anno_Riferimento,Tipologia_Amministrazione,Regione_Fornitore,Regione_PA,Tipo_Negoziazione,N_negoziazioni_stipulate,N_Contratti_Stipulati,Valore_Base_Asta,Perc_negoziazioni_base_asta_valorizzata,Valore_contratti_stipulati,N_Medio_Fornitori_Partecipanti,N_Fornitori_con_contratti_stipulati,N_PA_Appaltanti,N_PO,Durata_media_negoziazione,Tempi_Medi_Stipula
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LOMBARDIA","TOSCANA","RdO","28","31","603385,39",,"554239,38","2,55","26","9","12","63,52","5,84"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","EMILIA ROMAGNA","TOSCANA","RdO","12","12","74103,77",,"80890,44","3,92","12","8","9","40,58","7,42"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TRENTINO ALTO ADIGE","TOSCANA","RdO","2","2","6300",,"6237,5","3,5","1","1","1","12,5","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","FRIULI VENEZIA GIULIA","TOSCANA","RdO","6","6","35542,52",,"24050,98","2,83","4","3","4","29,67","1"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LAZIO","CALABRIA","RdO","7","7","153768,94",,"152323,19","2,71","4","4","4","23","0,57"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MARCHE","CALABRIA","RdO","2","2","169090,16",,"147060","1,5","1","1","1","68,5","1"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MOLISE","CALABRIA","RdO","1","1","2400",,"2397","1","1","1","1","19","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PUGLIA","CALABRIA","RdO","3","3","20775,17",,"16635,8","5,33","3","2","3","64","8"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","VENETO","CALABRIA","RdO","3","3","50200",,"48196,39","3,67","3","2","2","11,33","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","ABRUZZO","CALABRIA","RdO","1","1","1300",,"1200","2","1","1","1","23","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SICILIA","CALABRIA","RdO","8","8","133436,17",,"127512,65","2,75","6","4","5","81,63","5,25"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TOSCANA","CALABRIA","RdO","1","1","21311,47",,"20738,64","1","1","1","1","42","7"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CALABRIA","CALABRIA","RdO","62","62","916886,59",,"794761,21","2,13","43","10","11","36,11","2,52"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CAMPANIA","CALABRIA","RdO","2","2","375273,35",,"372195,17","4,5","2","2","2","127","62,5"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PIEMONTE","CALABRIA","RdO","6","6","53920,49",,"45735,33","2,67","4","4","4","29,17","0,17"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LOMBARDIA","CALABRIA","RdO","7","9","213500",,"188574,28","2,22","8","3","4","112,56","1,78"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","EMILIA ROMAGNA","CALABRIA","RdO","5","5","210542,38",,"173244,5","3,2","4","2","2","141","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","FRIULI VENEZIA GIULIA","CALABRIA","RdO","1","1","27239",,"24900","2","1","1","1","70","1"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LAZIO","CAMPANIA","RdO","10","10","488373,97",,"380466,95","2,8","8","9","9","29,8","4,7"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MARCHE","CAMPANIA","RdO","1","1","38846,02",,"29658,8","2","1","1","1","34","12"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MOLISE","CAMPANIA","RdO","1","6","97830",,"78455,99","2,33","1","1","1","181","12"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PUGLIA","CAMPANIA","RdO","2","2","69750",,"54401,4","3","2","2","2","20","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","UMBRIA","CAMPANIA","RdO","3","3","26597,7",,"14565","12","3","2","2","44","8"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","VENETO","CAMPANIA","RdO","6","6","153422",,"117757,73","7","6","5","5","22,5","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SICILIA","CAMPANIA","RdO","6","6","335270",,"328805,86","3,17","3","3","3","14,83","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TOSCANA","CAMPANIA","RdO","2","2","140000",,"126740","1,5","1","1","1","27","4"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CALABRIA","CAMPANIA","RdO","3","3","34500",,"27906","3,33","3","3","3","22","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CAMPANIA","CAMPANIA","RdO","86","92","6111633,32",,"5481552,49","4,21","73","32","35","46,58","6,99"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PIEMONTE","CAMPANIA","RdO","2","2","21121",,"13950,08","3","2","2","2","22","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LOMBARDIA","CAMPANIA","RdO","12","12","777600",,"691288,82","1,58","10","11","11","61,08","16,25"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","BASILICATA","CAMPANIA","RdO","1","1","64999,5",,"54316","4","1","1","1","17","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","EMILIA ROMAGNA","CAMPANIA","RdO","2","2","261840",,"244020","1,5","2","2","2","236","196,5"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","FRIULI VENEZIA GIULIA","CAMPANIA","RdO","2","2","122830",,"110358","3","2","2","2","50,5","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LAZIO","PIEMONTE","RdO","9","9","409180",,"350093,72","13,56","9","6","7","32,78","3,11"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MARCHE","PIEMONTE","RdO","2","2","38456",,"24506,47","1,5","2","2","2","33","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PUGLIA","PIEMONTE","RdO","4","4","14950",,"11971,12","1,75","4","4","4","17,25","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","UMBRIA","PIEMONTE","RdO","4","4","32064",,"27942,5","2,75","3","2","2","34","2,5"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","VENETO","PIEMONTE","RdO","15","20","202214",,"158362,75","4,15","13","7","8","41,3","2,85"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","ABRUZZO","PIEMONTE","RdO","8","8","81004,33",,"63287,5","2,25","3","2","3","17,75","1,25"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SICILIA","PIEMONTE","RdO","3","4","123000",,"92575","15,5","3","3","3","34,5","0,5"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TOSCANA","PIEMONTE","RdO","7","9","261477,37",,"214858,4","2,44","6","5","5","30,56","0,11"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CALABRIA","PIEMONTE","RdO","2","2","950884,65",,"706037,43","6","2","2","2","62,5","10,5"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CAMPANIA","PIEMONTE","RdO","9","10","607460",,"498000,4","7,3","8","3","3","41,4","1,3"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PIEMONTE","PIEMONTE","RdO","134","145","3830507,67",,"3095429,8","2,8","111","26","32","42,73","4,61"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LOMBARDIA","PIEMONTE","RdO","42","87","1331953,19",,"1157034,5","2,28","39","11","12","55,98","6,39"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","VALLE D'AOSTA","PIEMONTE","RdO","2","2","68000",,"67009","1","2","1","1","45,5","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","EMILIA ROMAGNA","PIEMONTE","RdO","17","24","250830,68",,"192394,02","1,71","9","6","6","35,96","1"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TRENTINO ALTO ADIGE","PIEMONTE","RdO","1","1","1400",,"1022","2","1","1","1","17","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","FRIULI VENEZIA GIULIA","PIEMONTE","RdO","4","4","46620",,"23342,6","4,5","4","3","3","27","2"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LAZIO","SARDEGNA","RdO","16","16","303937,29",,"273504,07","2,69","13","10","13","38","3,25"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MARCHE","SARDEGNA","RdO","3","3","57196,72",,"45144","2","3","3","3","71","14,67"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MOLISE","SARDEGNA","RdO","2","2","19672,57",,"15958","2,5","2","2","2","26","5"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PUGLIA","SARDEGNA","RdO","12","12","167808,59",,"143375,17","5,75","11","5","8","45,5","2,5"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","UMBRIA","SARDEGNA","RdO","5","5","59792",,"47480,11","5","4","3","4","65,8","12,6"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","VENETO","SARDEGNA","RdO","18","25","596334,48",,"500152,95","3,76","15","10","14","65,12","3,24"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LIGURIA","SARDEGNA","RdO","1","1","5050",,"4995,6","2","1","1","1","80","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","ABRUZZO","ABRUZZO","RdO","13","13","621647,01",,"418834,35","5,31","8","2","2","57,77","6,92"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","ABRUZZO","RdO","1","1","53897,6",,"44695,92","11","1","1","1","56","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","LIGURIA","RdO","1","1","4800",,"2964,61","2","1","1","1","99","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LIGURIA","LIGURIA","RdO","2","2","31100",,"28141,71","1,5","2","2","2","158,5","33"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","LIGURIA","RdO","2","2","86923",,"86043,54","1,5","2","2","2","174,5","9"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","SICILIA","RdO","1","1","2000",,"1900","2","1","1","1","65","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SICILIA","SICILIA","RdO","17","17","1958551,64",,"1466028,24","2,29","17","2","2","111,94","10,41"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TOSCANA","SICILIA","RdO","1","1","1440",,"1188","1","1","1","1","100","18"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","TOSCANA","RdO","2","2","270185",,"255615,96","2","2","1","1","79,5","38"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PUGLIA","TOSCANA","RdO","1","1","165685,17",,"149993,37","1","1","1","1","137","76"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","UMBRIA","TOSCANA","RdO","1","1","91786,67",,"71726,27","3","1","1","1","49","4"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LIGURIA","TOSCANA","RdO","3","3","40806",,"33366,49","4,33","1","1","1","38,33","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TOSCANA","TOSCANA","RdO","13","14","509568,4",,"476757,11","1,79","14","2","2","104","14,86"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CALABRIA","TOSCANA","RdO","1","1","165000",,"136011","6","1","1","1","119","62"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","TOSCANA","RdO","3","3","783640,36",,"609355,1","5","3","1","1","133","52,33"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","TOSCANA","RdO","1","1","1550",,"1452,04","1","1","1","1","7","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","EMILIA ROMAGNA","TOSCANA","RdO","1","1","28813,23",,"20498","1","1","1","1","7","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PUGLIA","CALABRIA","RdO","3","3","47000",,"40376,17","3","3","2","2","116,33","13,33"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","VENETO","CALABRIA","RdO","1","1","750",,"580,88","9","1","1","1","211","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SICILIA","CALABRIA","RdO","1","1","110000",,"103895","1","1","1","1","105","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CALABRIA","CALABRIA","RdO","16","16","1123184,39",,"836009,38","9,56","16","2","2","160,31","45,25"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PIEMONTE","CALABRIA","RdO","4","4","22880",,"16929,12","3","2","2","2","79,25","27,75"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","CALABRIA","RdO","2","2","32519",,"23031,34","3","2","1","1","87","13,5"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","CAMPANIA","RdO","1","1","79263,45",,"78867,14","1","1","1","1","97","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LIGURIA","PIEMONTE","RdO","1","1","38000",,"30000","2","1","1","1","89","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","PIEMONTE","RdO","2","2","261398,36",,"184256,86","4,5","2","1","1","94,5","9,5"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PIEMONTE","PIEMONTE","RdO","19","22","1960322,77",,"1627937,05","3,86","18","2","2","66,45","1,68"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","PIEMONTE","RdO","4","4","328017,47",,"244366,32","4,75","4","1","1","55,5","0,25"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","SARDEGNA","RdO","1","1","39900",,"31326,24","3","1","1","1","91","15"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PIEMONTE","SARDEGNA","RdO","1","1","7915",,"6816","1","1","1","1","75","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SARDEGNA","SARDEGNA","RdO","12","12","1235681,83",,"1064839,81","6,08","9","2","2","120,92","79,33"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","SARDEGNA","RdO","2","2","327986,1",,"235887,9","2,5","1","2","2","146,5","69,5"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","EMILIA ROMAGNA","SARDEGNA","RdO","1","1","2160",,"1968","2","1","1","1","41","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","LOMBARDIA","RdO","1","1","66242,43",,"51910,49","1","1","1","1","253","127"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","ABRUZZO","LOMBARDIA","RdO","1","1","17000",,"13940","6","1","1","1","64","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","LOMBARDIA","RdO","3","3","293323,88",,"191887,7","19","3","2","2","167","63,67"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","LOMBARDIA","RdO","14","18","757792,07",,"551023,23","2,78","15","2","2","115,78","40,06"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","VENETO","BASILICATA","RdO","1","1","6000",,"1800","2","1","1","1","38","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SICILIA","BASILICATA","RdO","1","1","2480",,"800","3","1","1","1","71","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PIEMONTE","BASILICATA","RdO","1","1","8196,72",,"6333,6","8","1","1","1","97","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","BASILICATA","RdO","1","1","1300",,"980","3","1","1","1","46","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","BASILICATA","BASILICATA","RdO","4","4","202551,88",,"163759,72","3,75","4","2","2","103,75","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PIEMONTE","VALLE D'AOSTA","RdO","1","1","1200",,"1036,8","12","1","1","1","40","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","EMILIA ROMAGNA","RdO","1","1","9550",,"5940,7","5","1","1","1","146","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PUGLIA","EMILIA ROMAGNA","RdO","1","1","13400",,"10988","5","1","1","1","75","3"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","UMBRIA","EMILIA ROMAGNA","RdO","1","1","3524",,"1998","3","1","1","1","49","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","VENETO","EMILIA ROMAGNA","RdO","1","1","17500",,"13212,5","5","1","1","1","117","45"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SICILIA","EMILIA ROMAGNA","RdO","1","1","15600",,"4750","30","1","1","1","148","8"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","EMILIA ROMAGNA","RdO","1","1","3850",,"3622","2","1","1","1","151","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","EMILIA ROMAGNA","RdO","6","6","262621,35",,"188640,75","2,83","5","2","2","73,67","3,5"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","EMILIA ROMAGNA","EMILIA ROMAGNA","RdO","1","1","3855",,"3807,25","1","1","1","1","7","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","VENETO","TRENTINO ALTO ADIGE","RdO","1","1","2000",,"1500","1","1","1","1","28","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","TRENTINO ALTO ADIGE","RdO","2","2","63068",,"36214,21","4","2","1","1","69,5","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","BASILICATA","TRENTINO ALTO ADIGE","RdO","1","1","57377",,"45900","2","1","1","1","57","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","EMILIA ROMAGNA","TRENTINO ALTO ADIGE","RdO","2","2","4535",,"4225,68","1","2","1","1","24","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TRENTINO ALTO ADIGE","TRENTINO ALTO ADIGE","RdO","11","11","325850,75",,"238638,45","5","9","2","2","61,27","0,45"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","VENETO","FRIULI VENEZIA GIULIA","RdO","2","2","17800",,"15668,4","2","2","2","2","29","0,5"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LIGURIA","FRIULI VENEZIA GIULIA","RdO","2","2","25836",,"22011,7","1,5","2","1","1","55","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","FRIULI VENEZIA GIULIA","RdO","1","1","21000",,"14013,3","3","1","1","1","14","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","VALLE D'AOSTA","FRIULI VENEZIA GIULIA","RdO","1","2","90000",,"46944","10,5","1","1","1","116","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","EMILIA ROMAGNA","FRIULI VENEZIA GIULIA","RdO","1","1","1352",,"513,81","36","1","1","1","47","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","FRIULI VENEZIA GIULIA","FRIULI VENEZIA GIULIA","RdO","16","16","365762,86",,"315048,59","2,69","15","2","2","40,94","5,75"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","LAZIO","RdO","166","222","7935878,3",,"6727320,15","2,72","112","10","23","114,28","9,53"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","LAZIO","RdO","5","5","55000,61",,"45509,6","5,6","4","3","4","92,6","11,6"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LAZIO","RdO","13","13","590956",,"493318,22","3,69","7","6","7","146,92","7"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","UMBRIA","LAZIO","RdO","19","21","621260",,"506223,46","3,52","10","6","10","79,71","8,86"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","VENETO","LAZIO","RdO","43","63","1206311,3",,"994450,05","3,38","27","9","16","131,03","6,63"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SICILIA","SARDEGNA","RdO","8","8","153149,47",,"101889,59","8,63","6","5","7","90,25","10,63"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TOSCANA","SARDEGNA","RdO","5","5","74900",,"46558,8","4,6","5","4","4","45,4","7"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CALABRIA","SARDEGNA","RdO","6","6","34841,68",,"20474,2","5,5","4","5","5","57","2,67"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CAMPANIA","SARDEGNA","RdO","16","23","385141,48",,"153028,67","6,91","11","6","10","42,96","5,91"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PIEMONTE","SARDEGNA","RdO","11","15","210555,38",,"180709,13","3,13","8","4","10","27,87","1,73"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SARDEGNA","SARDEGNA","RdO","300","371","4234392,23",,"3560155,3","2,82","155","23","48","31,91","3,7"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LOMBARDIA","SARDEGNA","RdO","34","38","1200411,51",,"1020905,29","4,42","30","11","18","64,61","15,24"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","BASILICATA","SARDEGNA","RdO","2","2","22937",,"18038,62","8,5","2","1","1","22","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","EMILIA ROMAGNA","SARDEGNA","RdO","10","12","164075",,"134985,84","2,67","9","5","8","95,42","10,58"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TRENTINO ALTO ADIGE","SARDEGNA","RdO","1","1","2049",,"1502,91","4","1","1","1","22","8"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","FRIULI VENEZIA GIULIA","SARDEGNA","RdO","3","3","4127,44",,"3605","1,33","1","2","3","19,33","4,33"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LAZIO","LOMBARDIA","RdO","19","24","1079557,44",,"920596,97","2,5","16","8","10","81,04","11,04"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MARCHE","LOMBARDIA","RdO","4","4","13800",,"13370,73","1,25","3","2","2","51","1,25"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PUGLIA","LOMBARDIA","RdO","4","4","48700",,"46633,31","1,25","4","2","2","34,5","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","UMBRIA","LOMBARDIA","RdO","3","3","41900",,"34091,68","1,67","3","3","3","24","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","VENETO","LOMBARDIA","RdO","16","21","373930,15",,"321667,87","2,05","12","6","6","38,24","0,24"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","ABRUZZO","LOMBARDIA","RdO","1","1","250",,"225,5","1","1","1","1","21","1"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SICILIA","LOMBARDIA","RdO","6","6","716011,91",,"704739,91","4,5","6","4","4","73,17","12,17"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TOSCANA","LOMBARDIA","RdO","7","7","181700",,"166944,99","2,29","7","3","3","40,57","1,71"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CALABRIA","LOMBARDIA","RdO","1","1","500",,"234","16","1","1","1","34","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CAMPANIA","LOMBARDIA","RdO","4","4","31060",,"22178,5","5","4","3","3","49,25","1"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PIEMONTE","LOMBARDIA","RdO","6","6","122200",,"113594,09","1,5","6","5","6","51,33","23,5"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SARDEGNA","LOMBARDIA","RdO","1","1","12000",,"7340","2","1","1","1","72","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LOMBARDIA","LOMBARDIA","RdO","146","151","5774139,91",,"5149984,74","2,45","121","30","34","50,98","20,74"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","EMILIA ROMAGNA","LOMBARDIA","RdO","18","18","298464,4",,"240729,25","1,72","17","12","12","17,67","1,22"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TRENTINO ALTO ADIGE","LOMBARDIA","RdO","1","1","196000",,"199000","3","1","1","1","81","49"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","FRIULI VENEZIA GIULIA","LOMBARDIA","RdO","9","9","95100",,"84517,68","2,33","3","6","6","30,22","0,78"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LAZIO","BASILICATA","RdO","7","7","57084",,"46126,49","1,86","6","3","4","51,43","0,14"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MARCHE","BASILICATA","RdO","3","3","7200",,"5939,52","3,33","2","3","3","42","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PUGLIA","BASILICATA","RdO","19","24","337978,77",,"278249,41","2,21","10","5","6","41,38","0,33"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","UMBRIA","BASILICATA","RdO","3","3","4719,8",,"3180","3,33","1","2","2","37,67","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","VENETO","BASILICATA","RdO","1","1","7000",,"5990","1","1","1","1","24","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","ABRUZZO","BASILICATA","RdO","3","3","6233,5",,"5320,09","2","1","2","3","25","0"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LIGURIA","BASILICATA","RdO","1","1","4250",,"3990","2","1","1","1","52","0"
